ID,Gender,Location,Employment_Type,Work_Format,Company_Size,Experience_Level,Sector,Position,Average_Salary,J,L,Average_Salary_Numeric
883,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Social Media & Marketing Specialist,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
884,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Gıda ve İçecek,İnsan Kaynakları Meslek Elemanı,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
885,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Gıda ve İçecek,Diyetisyen- Vardiya Şefi,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
886,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Specialist,71.000-80.000 TL,111.000-150.000 TL,%36-%50,75500.0
887,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Yolcu Hizmetleri Memuru,31.000-40.000 TL,111.000-150.000 TL,%5-%10,35500.0
888,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Kabin Memuru,61.000-70.000 TL,150.000 TL ve üstü,%21-%35,65500.0
889,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Havacılık,Maliyet Kontrol Uzmanı,51.000-60.000 TL,51.000-70.000 TL,%21-%35,55500.0
890,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Yolcu Hizmetleri Memuru,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
891,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Havacılık,Uzman Yardımcısı / Jr Specialist,51.000-60.000 TL,20.000-30.000 TL,%11-%20,55500.0
892,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Yapısal Analiz Mühendisliği,71.000-80.000 TL,Ek gelirim yok,%21-%35,75500.0
893,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Havacılık,Business Analyst,71.000-80.000 TL,51.000-70.000 TL,%36-%50,75500.0
894,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Havacılık,Reklam Uzmanı,71.000-80.000 TL,Ek gelirim yok,%21-%35,75500.0
895,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Havacılık,Human Resources Business Partner,41.000-50.000 TL,20.000-30.000 TL,%21-%35,45500.0
896,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Havacılık,Business Analyst,51.000-60.000 TL,Ek gelirim yok,%21-%35,55500.0
898,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Havacılık,Süreç Ve Risk Yönetimi Lider Mühendisi,91.000-100.000 TL,Ek gelirim yok,%21-%35,95500.0
899,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Havacılık,Bütçe Ve Raporlama Uzmanı,41.000-50.000 TL,51.000-70.000 TL,%21-%35,45500.0
900,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Havacılık,Yolcu Hizmetleri Memuru,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
901,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Havacılık,İç Denetim Uzman Yardımcısı,41.000-50.000 TL,Ek gelirim yok,%5-%10,45500.0
902,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Depo Personeli,41.000-50.000 TL,51.000-70.000 TL,%21-%35,45500.0
903,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Sürdürülebilirlik Uzman Yardımcısı,41.000-50.000 TL,51.000-70.000 TL,%21-%35,45500.0
904,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Havacılık,Digital Marketing Specialist,61.000-70.000 TL,Ek gelirim yok,Almadım,65500.0
905,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Terminal Danışma Memuru,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
906,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Havacılık,Kokpit Eğitim Planlama,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
907,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Havacılık,İnsan Kaynakları Uzman Yardımcısı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
908,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Mühendis,61.000-70.000 TL,Ek gelirim yok,%21-%35,65500.0
909,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Havacılık,Kabin Memuru,51.000-60.000 TL,51.000-70.000 TL,%36-%50,55500.0
910,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,İnşaat,Lojistik Uzmanı,51.000-60.000 TL,91.000-110.000 TL,%11-%20,55500.0
911,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,İnşaat,Mimar,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
912,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,İnşaat,Teknik Ofis Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
913,Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,7-9 Yıl,İnşaat,Key Account Sales Manager,41.000-50.000 TL,111.000-150.000 TL,Almadım,45500.0
914,Kadın,Türkiye,Yarı zamanlı,Hybrid,1-49,7-9 Yıl,İnşaat,Mimar,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
915,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Mimar,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
916,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,İç Mimar,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
917,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,İnşaat,Finans Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
918,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,İnşaat,Satın Alma Uzmanı,31.000-40.000 TL,31.000-50.000 TL,%11-%20,35500.0
919,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,İnşaat,Üst Düzey Yonetici Asistani (Merkezi Yurtdisinda Olan Firma ),31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
920,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Elektrik Elektronik Mühendisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
921,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,9-12 Yıl,İnşaat,İnşaat Mühendisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
922,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,İnşaat,Şantiye Şefi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
923,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,İnşaat,Mimar,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
924,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Kıdemli Satış Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
925,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Mimar,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
926,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Mimar,41.000-50.000 TL,20.000-30.000 TL,%36-%50,45500.0
927,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,İnşaat,Mimar,41.000-50.000 TL,Ek gelirim yok,%5-%10,45500.0
928,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Ön Muhasebe,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
929,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,İnşaat,Proje Inşaat Mühendisi,71.000-80.000 TL,Ek gelirim yok,Almadım,75500.0
930,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,İnşaat,Mimar,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
931,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,5-7 Yıl,İnşaat,Bim Koordinatörü,71.000-80.000 TL,Ek gelirim yok,%36-%50,75500.0
932,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,İnşaat,Mimar,51.000-60.000 TL,150.000 TL ve üstü,%11-%20,55500.0
933,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,İnşaat,Şehir Plancısı,31.000-40.000 TL,111.000-150.000 TL,%11-%20,35500.0
934,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,İç Mimar,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
935,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,7-9 Yıl,İnşaat,Muhasebe Müdür Yardımcısı,41.000-50.000 TL,71.000-90.000 TL,Henuz belli degil,45500.0
936,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,İnşaat,Dijital Pazarlama Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
937,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,İnşaat,Mimar,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
938,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,İnşaat,İnsan Kaynakları Uzmanı,41.000-50.000 TL,31.000-50.000 TL,%11-%20,45500.0
939,Kadın,Yurt dışı,Tam zamanlı,Ofiste,50-99,1-3 Yıl,İnşaat,Santiye Müdürü,91.000-100.000 TL,71.000-90.000 TL,Almadım,95500.0
940,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,5-7 Yıl,İnşaat,Uzman Mimar,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
941,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Mimar,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
942,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,İnşaat,Denetci,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
943,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,12 ve ustu,İnşaat,Muhasebe Sorumlusu,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
944,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,İnşaat,Mimar,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
945,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Mimar,21.000-30.000 TL,20.000-30.000 TL,Henuz belli degil,25500.0
946,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,İnşaat,İş Güvenliği Teknikeri,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
947,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,İnşaat,İnşaat Mühendisi,41.000-50.000 TL,51.000-70.000 TL,Henuz belli degil,45500.0
948,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Mimar,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
949,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,9-12 Yıl,İnşaat,Ustabaşı,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
950,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Peyzaj Mimari,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
951,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,İnşaat,Mimar,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
952,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,İnşaat,Teknik Ofis Şefi,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
953,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Mimar,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
954,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,İnşaat,Mimar,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
955,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,İnşaat,Mimar,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
956,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,İnşaat,Mimar,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
957,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,İnşaat,Mimar,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
958,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,İnşaat,Uzman Yardımcısı,31.000-40.000 TL,71.000-90.000 TL,Almadım,35500.0
959,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,3-5 Yıl,İnşaat,Proje Uzmanı,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
960,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,İnşaat,Mimar,81.000-90.000 TL,Ek gelirim yok,%11-%20,85500.0
961,Erkek,Türkiye,Tam zamanlı,Hybrid,50-99,0-1 Yıl,İnşaat,Proje Mühendisi,41.000-50.000 TL,31.000-50.000 TL,Almadım,45500.0
962,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Mimar,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
963,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Üretim Mühendisi,51.000-60.000 TL,Ek gelirim yok,%51-%70,55500.0
964,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,İnşaat,Mimar,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
965,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Mimar,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
966,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,İnşaat,Mimar,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
967,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Şantiyede Mimar,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
968,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Içmimar,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
969,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Mimar,31.000-40.000 TL,51.000-70.000 TL,%36-%50,35500.0
970,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Mühendislik,Proje Teknik Mühendisi,51.000-60.000 TL,71.000-90.000 TL,Almadım,55500.0
971,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Mühendislik,Grafik Tasarım Uzmanı,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
972,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Application Specialist,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
973,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,9-12 Yıl,Mühendislik,Proje Yoneticisi,101.000-120.000 TL,31.000-50.000 TL,%21-%35,110500.0
974,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,9-12 Yıl,Mühendislik,Pazarlama Yöneticisi,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
975,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Harita Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
976,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Satın Alma Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
977,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Mühendislik,Üretim Sorumlusu,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
978,Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,5-7 Yıl,Mühendislik,Saha Mühendisi,41.000-50.000 TL,31.000-50.000 TL,Henuz belli degil,45500.0
979,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Mühendislik,Şube Sorumlusu,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
980,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Mühendislik,Procurement,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
981,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Mühendislik,Proje Yönetim Mühendisi,41.000-50.000 TL,91.000-110.000 TL,%21-%35,45500.0
982,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,9-12 Yıl,Mühendislik,Şef Mühendis,61.000-70.000 TL,91.000-110.000 TL,%11-%20,65500.0
983,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Donatım Tasarım Mühendisi,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
984,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Mühendislik,Kalite Kontrol Uzmanı,41.000-50.000 TL,150.000 TL ve üstü,%5-%10,45500.0
985,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,5-7 Yıl,Mühendislik,Proje Sorumlusu,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
986,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Mühendislik,Araştırma Görevlisi,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
987,Kadın,Türkiye,Yarı zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Mühendislik,Aday Mühendis,10.000-20.000 TL,Ek gelirim yok,Henuz belli degil,15000.0
988,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,İnşaat Mühendisi,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
989,Kadın,Yurt dışı,Tam zamanlı,Ofiste,150-199,3-5 Yıl,Mühendislik,Kalite Kontrol Sorumlusu,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
990,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Mühendislik,Arge Uzman Yardımcısı,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
991,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Kalite Mühendisi,21.000-30.000 TL,20.000-30.000 TL,%21-%35,25500.0
992,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Çevre Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
993,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Yönetim Kurulu Asistanı,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
994,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Gemi Mühendisi,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
995,Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Mühendislik,Elektrik Mühendisi,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
996,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Mühendislik,Kurumsal Iletişim,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
997,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Ziraat Mühendisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
998,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Mühendislik,Satış Temsilcisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
999,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Proje Ve Teklif Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1000,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Mühendislik,Elektrik Kalite Kontrol Mühendisi,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1001,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Mühendislik,Proje Mühendisi,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1002,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Çevre Mühendisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1003,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Mühendislik,Yönetim Sistemleri Ve İç Kontrol Uzman Yardımcısı,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
1004,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Mühendislik,Muhasebe Uzmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1005,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Mühendislik,Web Tasarımı,51.000-60.000 TL,71.000-90.000 TL,%5-%10,55500.0
1006,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Mühendislik,Planlama Mühendisi,21.000-30.000 TL,31.000-50.000 TL,Henuz belli degil,25500.0
1007,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Mühendislik,Arge Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1008,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Mühendislik,Mühendis,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1009,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Mühendislik,Satış Mühendisi,61.000-70.000 TL,150.000 TL ve üstü,%36-%50,65500.0
1010,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Mühendislik,Danışman Gıda Muhendisi,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1011,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Elektrik Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1012,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,7-9 Yıl,Mühendislik,Mimar,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
1013,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Kalite Kontrol,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1014,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,9-12 Yıl,Mühendislik,Satış Müdürü,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
1015,Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,3-5 Yıl,Mühendislik,Şehir Plancısı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1016,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Mühendislik,Elektrik Mühendisi,41.000-50.000 TL,Ek gelirim yok,Henuz belli degil,45500.0
1017,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Mühendislik,Satış Sonrası Hizmetler Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1018,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Mühendislik,Satın Alma Mühendisi,41.000-50.000 TL,20.000-30.000 TL,%5-%10,45500.0
1019,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Mimar,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1020,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,5-7 Yıl,Mühendislik,Kalite Dokümantadyon,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1021,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Mühendislik,Ürün Ağacı Mühendisi,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
1022,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Mühendislik,Endüstriyel Tasarım Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1023,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Mühendislik,Harita Mühendisi,61.000-70.000 TL,Ek gelirim yok,Almadım,65500.0
1024,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Mühendislik,Üretim Planlama Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1025,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Mühendislik,Smmm Meslek Stajyeri,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
1026,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Mühendislik,Tasarim Muhendisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1027,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Mühendislik,Dizayn Mühendisi,61.000-70.000 TL,Ek gelirim yok,Almadım,65500.0
1028,Erkek,Türkiye,Yarı zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Mühendislik,Operasyon Planlama Stajyeri,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
1029,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Mühendislik,Tasarım Mühendisi,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
1030,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Mühendislik,Proje Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1031,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Mühendislik,Dış Ticaret Uzman Yardımcısı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
1032,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Şantiye Şefi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
